age,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
42,3,1,2,1,1,1,2,7,5,1,0
29,5,1,2,1,2,2,2,7,5,1,0
40,9,3,6,1,2,1,2,7,5,1,0
45,6,1,5,1,1,1,2,7,5,1,0
39,3,2,6,1,2,2,2,7,5,1,0
32,2,2,4,1,2,1,2,7,5,1,0
39,3,2,6,1,2,1,2,7,5,1,0
56,7,1,3,1,2,1,1,7,5,1,0
39,3,2,6,1,2,1,2,7,5,1,0
37,3,2,6,1,2,1,2,7,5,1,0
47,2,3,1,0,1,1,2,7,5,1,0
39,3,1,2,1,2,1,1,7,5,1,0
50,2,2,2,1,2,1,2,7,5,1,0
49,3,3,4,1,1,1,2,7,5,1,0
49,3,3,4,1,2,1,2,7,5,1,0
32,3,1,6,1,1,2,2,7,5,1,0
25,2,2,2,0,2,1,2,7,5,1,0
41,12,1,0,0,2,2,2,7,5,1,0
56,7,1,3,1,1,1,2,7,5,1,0
59,7,1,2,0,2,1,2,7,5,1,0
50,2,3,3,1,1,2,2,7,5,1,1
37,3,2,6,1,1,2,2,7,5,1,0
33,6,1,6,1,2,2,1,7,5,1,0
49,2,1,2,0,2,2,2,7,5,1,0
25,2,2,2,0,2,2,2,7,5,1,1
38,6,1,6,1,2,2,2,7,5,1,0
38,3,2,6,1,2,1,2,7,5,1,0
58,6,1,4,1,2,1,2,7,5,1,0
58,6,1,4,1,1,1,2,7,5,1,0
44,2,1,2,0,2,1,2,7,5,1,0
46,3,1,6,1,2,2,2,7,5,1,0
46,2,3,2,1,2,1,2,7,5,1,0
40,1,1,3,1,2,1,2,7,5,1,0
42,11,2,0,1,1,1,2,7,5,1,0
23,2,1,2,1,1,1,2,7,5,1,1
25,2,2,2,0,1,1,1,7,5,1,0
29,3,2,2,1,1,1,1,7,5,1,0
34,6,2,5,0,2,1,2,7,5,1,0
39,2,3,2,1,1,1,2,7,5,1,0
45,3,2,5,1,2,1,2,7,5,1,0
36,2,1,2,1,1,1,2,7,5,1,0
24,5,2,1,1,2,2,2,7,5,1,0
31,2,2,2,0,2,1,2,7,5,1,0
30,11,2,6,1,2,2,2,7,5,1,0
45,5,1,4,1,2,1,2,7,5,1,0
55,11,2,0,0,1,1,1,7,5,1,1
27,2,2,4,1,1,1,1,7,5,1,0
55,0,1,0,0,2,1,2,7,5,1,0
41,5,1,3,1,2,2,1,7,5,1,0
36,3,1,2,1,2,1,2,7,5,1,0
44,2,3,2,1,1,1,2,7,5,1,0
52,8,1,6,1,1,1,2,7,5,1,0
28,10,1,6,1,2,1,2,7,5,1,0
43,3,1,2,1,2,1,2,7,5,1,0
44,0,1,2,0,2,1,1,7,5,1,0
58,11,1,6,1,2,1,1,7,5,1,0
42,8,1,6,1,2,2,1,7,5,1,0
32,3,1,5,1,2,1,2,7,5,1,0
28,10,1,6,1,2,1,2,7,5,1,0
35,5,1,4,0,2,1,2,7,5,1,0
40,3,3,6,1,2,1,2,7,5,1,0
50,3,1,6,1,2,1,2,7,5,1,0
58,11,1,6,1,1,1,2,7,5,1,0
30,3,2,2,1,2,1,2,7,5,1,0
55,11,3,6,1,2,1,2,7,5,1,0
22,2,1,4,0,1,1,1,7,5,1,0
28,10,2,6,1,2,1,1,7,5,1,0
25,3,2,2,1,1,1,2,7,5,1,0
39,6,1,6,1,2,1,2,7,5,1,0
43,3,1,2,1,2,2,2,7,5,1,0
33,3,1,6,1,1,1,2,7,5,1,0
28,6,2,5,1,1,1,2,7,5,1,0
34,3,1,6,0,1,1,2,7,5,1,0
34,6,1,5,1,2,1,2,7,5,1,0
41,1,3,4,0,1,1,2,7,5,1,0
34,6,1,5,1,1,1,2,7,5,1,0
37,3,1,6,1,2,1,2,7,5,1,0
44,3,1,2,1,2,2,2,7,5,1,0
28,6,2,5,1,2,1,2,7,5,1,0
40,6,2,0,1,2,1,1,7,5,1,0
52,5,3,1,1,2,1,2,7,5,1,0
24,5,2,4,1,2,1,2,7,5,1,0
36,6,2,5,1,1,1,2,7,5,1,0
24,5,2,4,1,2,1,2,7,5,1,0
50,2,2,2,1,2,1,1,7,5,1,0
36,9,2,2,1,2,1,2,7,5,1,0
51,5,1,2,0,2,1,2,7,5,1,0
56,8,1,6,1,1,2,1,7,5,1,0
37,5,1,3,0,2,1,2,7,5,1,0
37,5,1,3,0,1,1,2,7,5,1,0
39,5,1,4,0,1,1,2,7,5,1,0
37,5,1,3,0,1,1,2,7,5,1,0
36,9,2,2,1,2,1,2,7,5,1,0
40,9,3,6,1,1,1,2,7,5,1,0
34,3,1,6,0,0,0,1,7,5,1,0
50,2,2,2,1,1,1,2,7,5,1,0
40,9,3,6,1,2,1,2,7,5,1,1
47,0,1,0,1,2,1,2,7,5,1,0
41,1,3,4,0,1,2,2,7,5,1,0
44,3,2,6,1,2,1,2,7,5,1,0
33,8,2,6,1,2,1,2,7,5,1,0
44,10,1,4,0,2,1,2,7,5,1,0
46,3,1,6,1,1,1,2,7,5,1,0
28,10,1,6,1,1,1,2,7,5,1,0
31,3,1,6,1,2,1,2,7,5,1,0
35,5,1,5,1,2,1,2,7,5,1,0
39,3,1,6,0,2,1,1,7,5,1,0
35,3,1,2,1,1,1,2,7,5,1,1
31,1,2,2,1,2,1,2,7,5,1,0
30,5,1,4,1,1,1,2,7,5,1,1
25,3,2,2,1,1,1,2,7,5,1,0
50,2,2,2,1,1,1,2,7,5,1,0
33,12,1,2,1,1,1,2,7,5,1,0
41,6,3,5,1,1,1,1,7,5,1,0
53,5,1,3,1,1,1,2,7,5,1,0
36,3,1,2,1,1,1,2,7,5,1,0
41,2,3,2,1,1,1,2,7,5,1,0
30,2,1,2,0,2,1,2,7,5,1,0
33,6,1,5,1,2,1,2,7,5,1,0
32,5,2,6,1,2,2,2,7,5,1,0
44,6,2,6,1,2,1,1,7,5,1,0
25,2,2,4,1,2,1,2,7,5,1,0
32,3,1,6,1,1,1,2,7,5,1,1
37,5,1,3,0,1,1,2,7,5,1,0
32,6,2,5,1,2,1,2,7,5,1,0
40,8,2,2,1,1,1,2,7,5,1,0
39,5,1,4,0,1,1,1,7,5,1,0
31,5,2,2,1,2,1,1,7,5,1,0
25,12,2,6,1,2,2,2,7,5,1,0
25,2,2,4,1,1,2,2,7,5,1,0
41,1,1,3,1,1,1,1,7,5,1,0
31,5,2,2,1,1,2,2,7,5,1,0
33,12,1,2,1,1,2,2,7,5,1,0
31,3,2,6,1,2,1,2,7,5,1,0
51,6,1,5,1,2,1,2,7,5,1,0
24,5,2,4,1,2,1,2,7,5,1,0
25,2,2,4,1,2,1,2,7,5,1,0
29,12,2,6,1,2,1,2,7,5,1,0
30,6,2,6,1,2,1,2,7,5,1,0
51,1,1,2,1,2,1,2,7,5,1,0
52,3,1,4,1,1,1,2,7,5,1,1
41,2,3,2,1,1,2,2,7,5,1,0
55,11,3,5,1,1,1,1,7,5,1,0
33,5,3,4,1,2,1,2,7,5,1,1
57,3,2,6,1,1,1,2,7,5,1,0
28,10,1,6,1,2,2,2,7,5,1,0
33,6,1,5,1,1,1,2,7,5,1,0
25,2,2,4,1,2,1,2,7,5,1,1
32,3,1,5,1,2,1,1,7,5,1,0
34,6,2,5,1,2,1,2,7,5,1,0
30,5,1,4,1,1,2,1,7,5,1,0
35,2,1,2,1,2,1,2,7,5,1,0
25,3,2,2,1,1,1,2,7,5,1,0
40,3,1,6,0,2,1,1,7,5,1,0
31,3,1,2,1,2,1,2,7,5,1,0
40,3,1,6,0,2,1,2,7,5,1,0
35,2,1,2,1,2,1,2,7,5,1,0
34,10,2,6,1,2,1,2,7,5,1,0
34,10,2,6,1,1,1,2,7,5,1,0
36,3,1,2,1,1,1,2,7,5,1,0
34,10,2,6,1,2,1,2,7,5,1,0
48,2,1,3,1,1,1,2,7,5,1,0
32,5,1,2,1,1,1,2,7,5,1,0
38,5,1,0,1,2,2,2,7,5,1,0
37,3,1,2,1,2,2,1,7,5,1,1
40,6,1,5,1,1,1,2,7,5,1,0
48,6,1,5,1,1,2,2,7,5,1,0
34,10,2,6,1,1,1,2,7,5,1,1
44,5,2,4,1,2,1,2,7,5,1,0
57,8,1,0,1,1,1,2,7,5,1,0
37,3,2,2,1,1,1,1,7,5,1,0
41,1,3,4,0,1,1,2,7,5,1,0
36,5,3,4,1,1,1,1,7,5,1,0
39,3,2,4,0,1,2,2,7,5,1,0
58,5,1,1,0,2,1,2,7,5,1,0
55,5,1,5,1,2,1,2,7,5,1,0
36,3,1,2,1,2,1,2,7,5,1,0
31,5,1,5,1,2,1,2,7,5,1,1
48,11,1,4,1,2,1,2,7,5,1,0
40,10,1,6,1,2,1,2,7,5,1,0
35,12,2,0,0,1,1,2,7,5,1,0
29,2,2,2,1,2,1,2,7,5,1,0
42,3,2,2,0,2,1,2,7,5,1,0
39,6,2,6,1,1,1,2,7,5,1,0
48,6,3,5,1,2,1,1,7,5,1,0
25,3,1,2,1,1,1,1,7,5,1,0
56,2,2,2,1,1,2,2,7,5,1,0
32,3,1,2,1,2,1,2,7,5,1,0
36,6,1,2,1,1,1,2,7,5,1,0
50,2,2,2,1,1,1,2,7,5,1,0
44,3,1,6,1,2,1,2,7,5,1,0
30,9,2,6,1,2,2,2,7,5,1,0
33,3,1,6,1,2,1,2,7,5,1,0
44,3,1,6,1,2,1,2,7,5,1,0
30,5,2,2,1,2,1,2,7,5,1,0
39,6,1,6,1,2,2,2,7,5,1,0
44,3,1,2,1,1,1,1,7,5,1,0
41,8,1,6,1,1,1,2,7,5,1,0
25,3,2,2,1,2,1,2,7,5,1,0
33,3,2,5,1,2,1,2,7,5,1,0
45,3,1,6,1,2,1,2,7,5,1,0
30,3,2,2,1,1,2,2,7,5,1,0
24,6,2,6,1,1,2,2,7,5,1,0
34,6,1,5,0,2,1,2,7,5,1,0
34,9,1,2,1,2,2,2,7,5,1,0
36,5,1,5,1,0,0,2,7,5,1,0
33,3,3,2,1,0,0,2,7,5,1,0
38,1,1,2,1,2,1,2,7,5,1,0
56,7,3,1,1,1,2,2,7,5,1,0
35,3,2,2,1,1,1,2,7,5,1,0
58,7,3,5,1,1,1,2,7,5,1,0
31,9,3,6,1,2,2,2,7,5,1,0
57,3,1,6,0,1,1,2,7,5,1,0
46,2,1,2,1,2,2,2,7,5,1,0
31,5,2,4,1,1,2,2,7,5,1,0
31,3,1,2,0,1,1,2,7,5,1,0
36,5,1,3,0,1,1,1,7,5,1,0
36,10,2,6,1,1,1,2,7,5,1,1
29,6,1,6,1,2,1,2,7,5,1,0
58,8,1,4,1,1,1,2,7,5,1,0
43,8,1,0,1,2,2,2,7,5,1,0
42,10,1,6,1,1,1,2,7,5,1,0
37,6,1,5,1,2,1,1,7,5,1,0
35,10,2,6,1,2,1,2,7,5,1,0
37,3,1,6,0,2,1,2,7,5,1,0
39,10,1,5,1,2,1,1,7,5,1,0
34,2,1,2,1,1,1,1,7,5,1,0
33,2,1,2,1,1,1,1,7,5,1,0
36,3,3,6,0,2,2,2,7,5,1,0
48,6,1,5,1,1,1,2,7,5,1,0
26,8,2,6,1,1,2,2,7,5,1,0
36,3,3,6,0,2,2,2,7,5,1,0
56,7,3,2,1,2,1,2,7,5,1,0
27,5,2,2,1,2,1,1,7,5,1,0
36,8,1,6,1,1,2,2,7,5,1,0
30,2,2,4,1,2,1,2,7,5,1,0
53,6,1,5,0,1,1,1,7,5,1,0
37,11,3,2,1,1,2,2,7,5,1,0
46,3,2,2,1,1,1,2,7,5,1,0
23,12,2,2,1,2,1,2,7,5,1,0
31,3,2,6,1,0,0,2,7,5,1,0
23,2,2,2,1,1,2,2,7,5,1,0
32,3,2,2,0,2,1,2,7,5,1,0
35,6,1,2,0,1,1,2,7,5,1,0
24,3,2,2,1,2,2,2,7,5,1,0
58,1,1,1,1,2,1,2,7,5,1,0
26,5,1,2,1,1,1,2,7,5,1,0
46,6,3,5,1,2,1,2,7,5,1,0
35,3,1,6,1,1,1,2,7,5,1,1
39,3,1,6,1,2,2,2,7,5,1,0
44,3,3,2,1,2,1,2,7,5,1,0
48,2,1,5,0,2,2,2,7,5,1,0
30,3,2,2,1,1,1,2,7,5,1,0
43,3,3,2,1,1,1,2,7,5,1,1
40,2,1,2,1,2,2,2,7,5,1,0
37,2,2,2,1,2,1,2,7,5,1,0
40,10,2,6,1,2,1,2,7,5,1,1
33,9,1,2,0,2,1,2,7,5,1,0
35,10,1,6,1,1,1,1,7,5,1,0
39,3,1,2,1,1,1,2,7,5,1,0
43,6,3,5,0,2,2,2,7,5,1,0
45,0,2,2,1,2,1,2,7,5,1,0
42,6,1,6,1,1,1,2,7,5,1,0
41,8,1,6,1,1,1,1,7,5,1,0
44,3,3,2,1,2,2,2,7,5,1,0
35,6,1,5,1,2,2,2,7,5,1,0
24,6,2,6,1,1,1,2,7,5,1,0
42,6,1,4,0,2,1,2,7,5,1,0
34,6,1,5,0,2,1,2,7,5,1,0
43,1,1,3,0,2,1,2,7,5,1,0
30,3,2,2,1,1,1,2,7,5,1,0
35,5,1,4,1,1,1,2,7,5,1,0
56,5,1,4,1,1,1,2,7,5,1,0
39,2,1,2,1,1,1,2,7,5,1,1
58,0,1,2,0,1,1,2,7,5,1,0
38,3,1,0,1,1,2,2,7,5,1,0
39,2,2,2,1,1,1,2,7,5,1,0
32,3,1,6,1,2,1,1,7,5,1,1
28,2,1,2,1,2,2,1,7,5,1,0
49,6,1,4,0,2,1,2,7,5,1,0
48,3,3,6,1,2,1,2,7,5,1,0
32,8,2,6,1,1,1,2,7,5,1,1
51,8,1,4,1,1,1,2,7,5,1,0
35,5,1,1,1,1,1,2,7,5,1,0
45,2,3,2,1,2,2,2,7,5,1,0
40,3,1,5,0,1,1,2,7,5,1,0
33,2,1,5,1,2,1,2,7,5,1,0
38,3,1,0,1,2,1,2,7,5,1,0
56,6,3,6,0,2,2,2,7,5,1,0
33,9,1,2,0,2,2,2,7,5,1,0
54,1,1,1,0,2,1,2,7,5,1,0
42,5,1,1,1,1,1,2,7,5,1,0
51,8,1,4,1,2,1,2,7,5,1,0
37,5,1,4,1,2,2,2,7,5,1,0
30,3,2,2,1,2,1,1,7,5,1,0
32,3,1,2,1,1,1,2,7,5,1,0
40,10,2,6,1,2,2,1,7,5,1,0
24,5,2,4,1,2,1,2,7,5,1,0
33,2,1,5,1,1,1,2,7,5,1,1
26,3,2,6,1,1,1,1,7,5,1,0
35,6,1,5,1,1,1,2,7,5,1,0
44,3,2,3,0,1,1,1,7,5,1,0
33,3,3,2,1,1,1,2,7,5,1,0
36,8,1,6,1,1,2,2,7,5,1,0
58,7,1,1,1,2,1,2,7,5,1,0
27,10,1,6,1,1,1,1,7,5,1,0
37,1,2,5,1,2,1,2,7,5,1,0
39,6,1,2,1,1,1,2,7,5,1,0
37,5,1,5,1,2,1,2,7,5,1,0
46,6,3,5,1,1,1,2,7,5,1,0
36,8,1,6,1,1,1,2,7,5,1,1
30,3,2,6,1,1,1,1,7,5,1,0
31,2,2,2,1,2,1,2,7,5,1,0
29,3,2,2,1,2,2,2,7,5,1,0
32,6,2,6,1,1,1,2,7,5,1,0
42,5,1,1,1,1,1,2,7,5,1,0
22,9,2,2,1,1,1,1,7,5,1,0
51,8,1,4,1,2,1,1,7,5,1,0
36,6,1,5,1,1,1,2,7,5,1,0
42,5,1,1,1,2,1,2,7,5,1,1
43,2,1,2,0,1,2,2,7,5,1,0
48,2,1,5,0,2,2,2,7,5,1,0
38,3,1,2,1,1,1,2,7,5,1,0
26,5,2,2,1,1,2,2,7,5,1,0
38,3,1,0,1,2,1,2,7,5,1,1
44,8,1,6,0,2,1,2,7,6,1,0
40,3,1,4,1,2,1,2,7,6,1,0
55,6,1,5,1,2,2,2,7,6,1,0
44,3,3,2,1,2,2,2,7,6,1,0
49,6,1,4,0,2,1,2,7,6,1,0
27,3,2,5,0,2,1,2,7,6,1,0
42,3,1,6,1,2,1,1,7,6,1,0
56,11,1,1,0,2,1,2,7,6,1,0
32,5,2,2,1,1,1,1,7,6,1,0
28,2,1,2,1,1,1,2,7,6,1,0
28,3,2,6,1,2,1,2,7,6,1,0
41,10,3,6,1,1,1,2,7,6,1,0
41,3,2,6,1,2,1,2,7,6,1,0
52,7,1,4,0,1,1,2,7,6,1,0
38,3,1,2,1,1,1,2,7,6,1,0
54,5,1,4,1,2,1,2,7,6,1,0
47,3,1,4,1,2,2,1,7,6,1,0
37,2,2,2,1,1,1,2,7,6,1,0
40,0,1,0,1,2,2,2,7,6,1,0
36,5,1,4,1,1,1,2,7,6,1,0
35,10,1,6,1,1,1,1,7,6,1,0
30,3,2,2,1,1,1,2,7,6,1,0
34,6,1,6,1,1,1,2,7,6,1,0
28,3,2,2,1,2,1,2,7,6,1,0
42,3,3,6,1,1,2,1,7,6,1,0
35,3,2,2,1,2,2,2,7,6,1,0
28,2,1,2,1,2,1,2,7,6,1,0
36,9,1,6,1,1,1,2,7,6,1,0
58,5,3,1,0,1,1,1,7,6,1,0
30,3,2,2,1,1,1,2,7,6,1,0
46,6,3,5,1,2,1,2,7,6,1,0
56,6,3,6,0,1,2,2,7,6,1,0
42,3,1,2,0,1,2,2,7,6,1,0
37,5,3,4,1,2,1,2,7,6,1,0
39,3,1,6,1,2,1,2,7,6,1,0
37,3,1,6,1,1,2,2,7,6,1,0
56,7,3,2,1,2,1,2,7,6,1,0
37,2,3,2,1,1,1,2,7,6,1,0
50,6,2,2,0,1,1,1,7,6,1,0
36,5,1,3,0,2,1,2,7,6,1,0
29,6,1,6,1,1,1,2,7,6,1,0
35,6,1,5,1,0,0,2,7,6,1,0
37,11,3,2,1,2,1,2,7,6,1,1
36,5,2,2,1,2,1,2,7,6,1,0
33,6,2,5,1,1,1,2,7,6,1,0
29,3,2,2,1,1,2,2,7,6,1,0
39,2,1,2,1,2,1,2,7,6,1,0
32,5,2,2,1,2,1,2,7,6,1,0
43,6,3,5,1,2,1,2,7,6,1,0
36,5,1,3,0,2,1,2,7,6,1,0
36,8,1,6,1,2,1,2,7,6,1,0
40,6,1,5,0,1,2,1,7,6,1,0
40,5,2,4,1,2,1,2,7,6,1,0
32,3,2,6,1,1,2,2,7,6,1,0
33,2,1,5,1,2,2,2,7,6,1,1
32,3,3,2,1,0,0,2,7,6,1,0
34,6,1,6,1,1,1,2,7,6,1,0
29,3,1,2,1,1,1,2,7,6,1,0
48,2,1,5,0,2,1,2,7,6,1,0
39,6,1,2,1,1,1,2,7,6,1,0
35,6,1,5,1,1,1,2,7,6,1,0
30,3,2,6,1,2,1,2,7,6,1,0
42,10,1,6,1,2,1,1,7,6,1,1
37,5,3,4,1,2,1,2,7,6,1,1
35,6,1,5,1,2,1,2,7,6,1,0
39,6,1,2,1,2,1,2,7,6,1,0
46,3,2,2,0,1,1,2,7,6,1,0
39,6,1,2,1,1,1,2,7,6,1,0
50,6,1,2,1,1,1,2,7,6,1,0
46,3,2,2,1,0,0,2,7,6,1,0
27,3,1,2,0,1,1,2,7,6,1,0
52,5,1,1,1,2,1,2,7,6,1,0
56,6,3,6,0,1,1,2,7,6,1,0
28,3,2,6,1,1,1,2,7,6,1,0
52,5,1,0,1,1,1,2,7,6,1,0
27,5,2,1,1,1,1,2,7,6,1,0
29,3,2,6,1,1,1,2,7,6,1,0
27,5,2,1,1,1,1,2,7,6,1,0
22,9,2,2,1,1,1,2,7,6,1,0
48,11,1,6,1,2,1,2,7,6,1,0
31,5,2,2,1,2,1,2,7,6,1,0
45,3,1,6,1,1,1,2,7,6,1,0
38,3,1,2,1,1,2,2,7,6,1,0
48,11,1,6,1,2,1,2,7,6,1,0
35,6,1,5,1,1,2,2,7,6,1,0
28,2,1,2,1,0,0,2,7,6,1,0
36,12,3,6,1,1,2,2,7,6,1,0
29,3,2,6,1,2,1,2,7,6,1,0
45,3,1,6,1,2,1,1,7,6,1,0
56,11,1,1,0,2,2,2,7,6,1,0
44,3,2,3,0,2,1,2,7,6,1,0
33,2,1,5,1,1,2,2,7,6,1,0
29,3,2,2,1,2,2,2,7,6,1,0
45,3,1,6,1,1,2,2,7,6,1,0
59,1,1,1,1,2,2,2,7,6,1,0
43,5,2,3,0,1,1,2,7,6,1,0
47,3,1,2,0,1,2,1,7,6,1,0
45,5,2,6,1,2,1,2,7,6,1,0
49,6,1,4,1,2,1,2,7,6,1,0
42,6,1,6,1,1,2,2,7,6,1,0
28,3,2,6,1,1,1,2,7,6,1,0
45,5,2,6,1,1,1,2,7,6,1,0
39,10,1,5,1,1,1,2,7,6,1,0
41,2,3,2,1,2,1,2,7,6,1,0
50,8,1,6,0,1,1,2,7,6,1,0
50,8,1,6,0,2,1,1,7,6,1,0
36,8,1,6,0,2,1,1,7,6,1,0
50,8,1,6,0,2,1,2,7,6,1,0
42,10,1,6,1,2,1,1,7,6,1,0
45,11,3,6,1,1,2,2,7,6,1,0
35,6,2,2,1,2,1,2,7,6,1,0
36,6,1,2,1,1,1,1,7,6,1,0
44,2,1,2,0,1,1,2,7,6,1,0
38,1,1,2,1,2,1,2,7,6,1,0
39,11,1,2,1,2,1,2,7,6,1,0
50,6,1,2,1,2,1,2,7,6,1,0
38,2,1,2,1,1,2,2,7,6,1,0
38,2,1,2,1,1,1,2,7,6,1,0
35,5,1,4,0,2,1,1,7,6,1,0
43,2,1,2,0,1,1,2,7,6,1,0
32,3,1,6,1,2,1,2,7,6,1,0
33,2,3,2,1,1,2,2,7,6,1,0
32,3,1,6,1,2,1,2,7,6,1,0
32,3,1,6,1,1,1,2,7,6,1,0
35,5,1,4,0,1,1,2,7,6,1,1
32,6,2,5,1,1,2,1,7,6,1,0
32,3,1,2,1,2,2,2,7,6,1,0
27,3,2,6,1,1,2,2,7,6,1,0
32,6,2,5,1,1,1,2,7,6,1,0
32,6,2,5,1,1,1,2,7,6,1,0
40,3,1,5,1,2,2,2,7,6,1,0
33,6,2,5,1,1,1,2,7,6,1,0
32,6,2,5,1,2,1,2,7,6,1,0
32,6,2,5,1,2,1,2,7,6,1,0
32,6,2,5,1,1,1,2,7,6,1,0
32,6,2,5,1,2,2,2,7,6,1,0
30,5,2,4,1,1,1,2,7,6,1,0
25,6,2,2,1,1,1,2,7,6,1,0
31,11,2,6,0,1,2,1,7,6,1,0
37,9,2,6,1,2,1,2,7,6,1,0
32,3,1,6,1,1,1,2,7,6,1,0
53,6,1,5,1,2,1,1,7,6,1,0
47,5,1,1,1,0,0,1,7,6,1,0
36,5,1,3,0,1,1,1,7,6,1,0
41,3,2,6,1,2,2,1,7,6,1,0
35,6,2,5,1,2,1,2,7,6,1,0
43,3,1,0,1,2,1,2,7,6,1,0
43,3,1,0,1,2,1,1,7,6,1,0
38,2,1,2,1,2,1,2,7,6,1,0
38,2,1,2,1,2,1,1,7,6,1,0
38,2,1,2,1,1,1,2,7,6,1,0
34,6,1,6,1,1,2,2,7,6,1,0
40,3,1,5,0,1,1,2,7,6,1,0
24,3,2,2,1,2,1,2,7,6,1,1
35,6,2,5,0,2,1,2,7,6,1,0
28,2,1,2,1,2,1,1,7,6,1,0
42,8,1,4,1,1,1,2,7,6,1,0
42,8,1,4,1,1,1,1,7,6,1,0
29,3,2,6,1,1,1,2,7,6,1,0
39,6,1,2,1,2,1,2,7,6,1,0
56,8,1,6,1,2,1,2,7,6,1,0
42,8,1,4,1,2,1,2,7,6,1,0
56,8,1,6,1,1,1,2,7,6,1,0
35,6,1,5,1,1,1,2,7,6,1,0
48,6,1,5,1,1,1,2,7,6,1,0
48,6,1,5,1,1,1,1,7,6,1,0
42,5,1,4,0,1,2,2,7,6,1,0
53,5,1,1,0,1,2,2,7,6,1,0
39,2,1,2,1,2,1,2,7,6,1,0
52,5,1,4,1,2,2,2,7,6,1,0
26,5,1,2,1,2,1,2,7,6,1,0
34,6,1,5,0,1,1,2,7,6,1,0
36,5,1,4,1,2,1,1,7,6,1,0
32,6,2,5,1,2,1,2,7,6,1,0
56,8,1,6,1,2,1,2,7,6,1,0
37,3,1,2,1,0,0,2,7,6,1,0
35,6,2,5,0,2,1,2,7,6,1,0
34,9,1,2,1,0,0,2,7,6,1,0
56,8,1,6,1,2,1,2,7,6,1,0
34,9,1,2,1,2,2,2,7,6,1,0
46,6,3,5,1,1,1,2,7,6,1,0
56,6,3,6,0,2,1,2,7,6,1,0
32,3,1,2,1,1,1,2,7,6,1,1
28,3,2,6,1,1,1,2,7,6,1,1
49,6,1,5,0,2,1,1,7,6,1,0
53,5,1,1,0,1,1,2,7,6,1,0
28,3,2,2,1,2,1,2,7,6,1,0
56,6,3,6,0,2,1,2,7,6,1,0
29,6,1,6,1,2,2,2,7,6,1,0
44,6,1,5,1,1,1,2,7,6,1,0
44,6,1,5,1,2,1,1,7,6,1,0
29,6,1,6,1,2,1,1,7,6,1,0
29,6,1,6,1,1,1,1,7,6,1,0
43,3,1,1,1,2,2,1,7,6,1,0
56,6,3,6,0,1,1,2,7,6,1,0
52,5,1,1,1,2,1,2,7,6,1,0
30,6,2,6,1,1,1,2,7,6,1,0
32,3,1,6,1,1,1,2,7,6,1,0
36,11,1,6,0,2,1,2,7,6,1,0
40,6,1,6,1,1,1,2,7,6,1,0
36,10,2,1,1,1,1,1,7,6,1,0
39,2,1,2,1,2,1,2,7,6,1,0
36,10,2,1,1,1,1,2,7,6,1,0
34,6,1,5,0,1,1,1,7,6,1,0
38,2,1,2,1,1,1,2,7,6,1,0
41,10,3,6,1,1,2,2,7,6,1,0
57,3,1,6,0,1,1,2,7,6,1,0
60,7,1,3,0,1,1,2,7,6,1,0
29,3,1,6,1,2,2,2,7,6,1,0
35,10,2,6,1,2,1,2,7,6,1,0
42,5,1,4,0,2,1,2,7,6,1,0
28,6,1,5,1,1,1,1,7,6,1,0
28,6,1,5,1,1,1,2,7,6,1,0
27,5,2,1,1,2,1,2,7,6,1,0
33,9,1,2,0,0,0,2,7,6,1,0
48,8,1,6,1,1,1,2,7,6,1,0
35,10,2,6,1,1,1,2,7,6,1,0
27,5,2,1,1,1,2,2,7,6,1,0
51,8,1,4,1,2,2,2,7,6,1,0
28,2,1,2,1,1,1,2,7,6,1,0
40,6,1,5,0,2,1,2,7,6,1,0
38,2,1,2,1,1,1,2,7,6,1,1
43,1,1,3,0,2,1,2,7,6,1,0
28,2,1,2,1,1,2,1,7,6,1,0
37,1,2,5,1,1,2,2,7,6,1,0
37,1,2,5,1,2,1,2,7,6,1,0
46,2,1,2,1,1,1,2,7,6,1,0
39,8,1,2,1,1,2,2,7,6,1,0
33,3,3,2,1,1,2,2,7,6,1,0
36,11,1,6,0,2,1,2,7,6,1,0
58,10,3,6,1,2,1,2,7,6,1,0
44,3,3,2,1,2,1,2,7,6,1,0
32,2,2,2,1,1,2,2,7,6,1,0
57,3,2,2,0,2,1,1,7,6,1,0
28,3,2,6,1,1,1,2,7,6,1,0
53,3,1,6,1,2,1,2,7,6,1,0
28,3,2,6,1,1,1,2,7,6,1,1
42,5,1,4,0,2,1,2,7,6,1,0
28,2,1,2,1,1,1,2,7,6,1,1
38,6,2,5,1,1,1,2,7,6,1,0
28,2,1,2,1,1,1,2,7,6,1,0
34,9,1,2,1,1,1,2,7,6,1,0
31,3,1,2,1,1,1,2,7,6,1,0
31,3,2,6,1,1,1,2,7,6,1,0
29,6,2,5,1,2,1,2,7,6,1,0
46,6,1,6,1,1,1,2,7,6,1,0
51,8,1,1,1,2,1,2,7,6,1,0
53,5,1,1,0,1,1,2,7,6,1,0
36,3,1,2,1,2,1,2,7,6,1,0
38,10,3,4,1,2,2,2,7,6,1,0
37,5,1,4,0,1,2,1,7,6,1,0
32,3,1,2,1,2,1,2,7,6,1,0
36,5,2,2,1,1,1,2,7,6,1,0
24,3,2,2,1,2,2,2,7,6,1,0
47,6,1,2,1,2,1,2,7,6,1,0
39,6,1,2,1,2,1,2,7,6,1,1
